,English,Arabic,Russian,Spanish,WikiData_id,Entity_name,Occupation_name,Perceived_gender,url
184,The marriage produced three sons.,أنتج الزواج ثلاثة أبناء.,В браке родились трое сыновек.,El matrimonio tuvo tres hijos.,Q233990,Princess Irene of Hesse and by Rhine,['aristocrat'],female,https://en.wikipedia.org/wiki/Princess_Irene_of_Hesse_and_by_Rhine
185,The couple had six children:,كان للزوجين ستة أبناء.,У пары было шестеро детей:,La pareja tuvo seis hijos:,Q271827,Viridis Visconti,['aristocrat'],female,https://en.wikipedia.org/wiki/Viridis_Visconti
186,Forensic expert William R. Maples decided that the Tsarevitch Alexei and Anastasia's bodies were missing from the family's grave.,قرر خبير الطب الشرعي ويليام آر مابلز أن جثتي تساريفيتش أليكسي وأناستازيا مفقودة من قبر الأسرة.,"Криминалист Уильям Р. Мейплс считает, что тела царевича Алексея и Анастасии отсутствуют в семейной могиле.","Faltaban los cadáveres de Alexis y, según el experto forense William Maples, de Anastasia.",Q151130,Grand Duchess Anastasia Nikolaevna of Russia,['aristocrat'],female,https://en.wikipedia.org/wiki/Grand_Duchess_Anastasia_Nikolaevna_of_Russia
187,"She is fluent in Dutch, French, English and German.",وهي تتقن اللغات الهولندية والفرنسية والإنجليزية والألمانية.,"Кроме французского, английского и нидерландского, она говорит на немецком языке.","Habla con fluidez francés, inglés, alemán y ruso.",Q235154,"Stéphanie, Hereditary Grand Duchess of Luxembourg",['aristocrat'],female,"https://en.wikipedia.org/wiki/St%C3%A9phanie,_Hereditary_Grand_Duchess_of_Luxembourg"
188,"They had one child, a daughter:",أنجبا طفلة واحدة:,"У них был один ребенок, девочка:",La pareja tuvo una única hija:,Q60516,Duchess Mathilde Ludovika in Bavaria,['aristocrat'],female,https://en.wikipedia.org/wiki/Duchess_Mathilde_Ludovika_in_Bavaria
189,Louise Françoise was a beautiful and vivacious woman.,كانت لويز فرانسواز امرأة جميلة ونشيطة.,Луизу Франсуаз считали очень красивой и живой девушкой.,Luisa Francisca era una mujer hermosa y vivaz.,Q240261,Louise Françoise de Bourbon,['aristocrat'],female,"https://en.wikipedia.org/wiki/Louise_Fran%C3%A7oise_de_Bourbon,_Princess_of_Cond%C3%A9"
190,Isabel and Frederick had at least three children:,أنجبت إيزابيل ثلاثة أبناء علي اﻷقل لفريدرخ:,У Фридриха III и Изабеллы было по меньшей мере трое детей:,"Isabel y Federico tuvieron, al menos, tres hijos:",Q441662,Isabella of Aragon,['aristocrat'],female,"https://en.wikipedia.org/wiki/Isabella_of_Aragon,_Queen_of_Germany"
191,"Anna developed into an intelligent, well-read girl who spoke four foreign languages – French, German, Italian and Swedish.",وكانت آنا فتاة ذكية ومتعلمة تعليما جيدا، وكان تتحدث أربع لغات أجنبية - اللغة الفرنسية والألمانية والإيطالية والسويدية.,"Для своего времени Анна была вполне образованной девушкой, прекрасно говорила на четырёх иностранных языках: на французском, немецком, итальянском и шведском.","Anna se convirtió en una niña inteligente y culta que hablaba cuatro idiomas extranjeros: francés, alemán, italiano y sueco.",Q153319,Anna Petrovna of Russia,['aristocrat'],female,https://en.wikipedia.org/wiki/Grand_Duchess_Anna_Petrovna_of_Russia
192,"She was well educated and fluent in Latin, German, French and Italian.She never married.",استطعت الحصول على تعليم جيد وأيضا كانت تتحدث بطلاقة اللاتينية والألمانية والفرنسية والإيطالية، لم تتزوج قط.,"Она получила хорошее образование, говорила и писала на немецком, французском, итальянском и латинском языках. Она никогда не вышла замуж.","Fue bien educada y hablaba con fluidez en latín, alemán, francés e italiano. Nunca se casoó.",Q78598,Archduchess Maria Elisabeth of Austria,['aristocrat'],female,https://en.wikipedia.org/wiki/Archduchess_Maria_Elisabeth_of_Austria_(governor)
193,"Infanta Maria of Guimarães  was a Portuguese infanta, daughter of Infante Duarte, Duke of Guimarães , and Isabel of Braganza.",انفانتا ماريا هي أميرة برتغالية أبنة اﻷمير دوارتي دوق غيمارايش وإيزابيلا من براغانزا.,"Инфанта Мария де Гимарайнш  — португальская инфанта, дочь Дуарте Португальского и Изабел Брагансы.","Infanta María de Guimarães fué una infanta Portuguesa, hija del infante Eduardo, duque de Guimarães, y de Isabel de Braganza..​",Q2633678,Infanta Maria of Guimarães,['aristocrat'],female,"https://en.wikipedia.org/wiki/Maria_of_Portugal,_Hereditary_Princess_of_Parma"
194,Ernst and Elisabeth Sophie had eighteen children:,أنجبت إليزابيث و إرنست ثمانية عشر ابناً.,У Эрнста и Елизаветы Софии родилось 18 детей:,Ernesto e Isabel Sofía tuvieron dieciocho hijos:,Q67777,Princess Elisabeth Sophie of Saxe-Altenburg,['aristocrat'],female,https://en.wikipedia.org/wiki/Princess_Elisabeth_Sophie_of_Saxe-Altenburg
195,The royal council convinced her to be present at their meetings and give them her support.,أقنعها المجلس الملكي بأن تكون حاضرةً في اجتماعاتهم لتدعمهم.,"Тем не менее, королевский совет, стараясь заполучить её поддержку, убедил принцессу присутствовать на своих заседаниях.",El consejo real convenció a la princesa de asistir a sus asambleas y entregarles su apoyo.,Q52933,"Ulrika Eleonora, Queen of Sweden",['aristocrat'],female,"https://en.wikipedia.org/wiki/Ulrika_Eleonora,_Queen_of_Sweden"
196,"On 11 January 1868 Alice married Ferdinand IV, Grand Duke of Tuscany  at Schloss Frohsdorf in Lanzenkirchen, Austria.",في 11 يناير 1868، تزوجت أليس من فرديناند الرابع، دوق توسكانا الأكبر في شلوس فروهسدورف في لانزنكيرشن ، النمسا.,"11 января 1868 года Алиса вышла замуж за Фердинанда IV, великого герцога Тосканского  в замке Фросдорф в Ланценкирхене, Австрия.","El 11 de enero de 1868, la princesa Alicia contrajo matrimonio en el castillo de Frohsdorf, Àustria, con el gran duque Fernando IV de Toscana.",Q238470,Princess Alice of Parma,['aristocrat'],female,https://en.wikipedia.org/wiki/Princess_Alice_of_Bourbon-Parma_(born_1849)
