,English,Swahili,Wikidata,entity_name,occupation_name,gender,url
298,VillaseÃ±or's fight for climate action was sparked when she was caught in a smoke cloud from the November 2018 Camp Fire in California during a family visit.,Mapigano ya VillaseÃ±or ya hatua ya hali ya hewa yalisababishwa wakati alipokumbwa na wingu la moshi mnamo Novemba 2018 Camp Fire huko California wakati wa ziara ya familia.,Q61748080,Alexandria Villaseñor,environmentalist,female,https://en.wikipedia.org/wiki/Alexandria_Villase%C3%B1or
299,"In mid-January 2020, she attended the World Economic Forum as a youth speaker and then participated in the School strike for climate in Davos, Switzerland alongside Greta Thunberg on January 24, 2020.","Katikati ya Januari 2020, alihudhuria mkutano wa uchumi ulimwenguni World Economic Forum kama spika wa vijana na kisha akashiriki mgomo wa ""School strike for climate"" huko Davos, Uswizi pamoja na Greta Thunberg mnamo Januari 24, 2020.",Q61748080,Alexandria Villaseñor,environmentalist,female,https://en.wikipedia.org/wiki/Alexandria_Villase%C3%B1or
300,"VillaseÃ±or has taken similar climate action to Thunberg, who inspired her with her December 4, 2018 talk at the United Nations Climate Change Conference  in Katowice, Poland.","VillaseÃ±or amechukua sawa hatua ya hali ya hewa kwa Thunberg, ambaye alimpa msukumo kwa hotuba yake ya 4 Desemba 2018 katika mkutano wa United Nations Climate Change Conference huko Katowice, Poland.",Q61748080,Alexandria Villaseñor,environmentalist,female,https://en.wikipedia.org/wiki/Alexandria_Villase%C3%B1or
301,"As an asthma sufferer, she became physically ill, during which time she researched the climate change and temperature rises which contributed to the fire's severity.","Kama mgonjwa wa pumu, aliugua mwili, wakati huo alifanya utafiti juu ya mabadiliko ya tabianchi na kuongezeka kwa joto ambayo ilichangia ukali wa moto.",Q61748080,Alexandria Villaseñor,environmentalist,female,https://en.wikipedia.org/wiki/Alexandria_Villase%C3%B1or
302,"Her mother, Kristin Hogue, was enrolled in the M.A.","Mama yake, Kristin Hogue, aliandikishwa katika mpango wa MA",Q61748080,Alexandria Villaseñor,environmentalist,female,https://en.wikipedia.org/wiki/Alexandria_Villase%C3%B1or
303,"When Thunberg arrived in New York City from her transatlantic sailboat voyage in August 2019, VillaseÃ±or, Xiye Bastida, and other climate activists greeted Thunberg upon arrival.","Wakati Thunberg alipofikai jiji la New York kutoka kwa safari yake ya boti ya transatlantic mnamo Agosti 2019, VillaseÃ±or, Xiye Bastida, na wanaharakati wengine wa hali ya hewa walimsalimu Thunberg wakati wa kuwasili.Kufikia wakati huo, walikuwa tayari wameanzisha mawasiliano kati yao kupitia mitandao ya kijamii .",Q61748080,Alexandria Villaseñor,environmentalist,female,https://en.wikipedia.org/wiki/Alexandria_Villase%C3%B1or
304,"in Climate and Society program at Columbia University and VillaseÃ±or would occasionally attend class with her mother, where she learned about the underlying science of climate change.","Katika programu ya Tabianchi na Jamii katika chuo kikuu cha Columbia na VillaseÃ±or mara kwa mara alikuwa akihudhuria darasa na mama yake, ambapo alijifunza juu ya msingi wa sayansi ya mabadiliko ya tabianchi.",Q61748080,Alexandria Villaseñor,environmentalist,female,https://en.wikipedia.org/wiki/Alexandria_Villase%C3%B1or
305,Gorbachev declined to intervene militarily when various Eastern Bloc countries abandoned MarxistâLeninist governance in 1989â90.,Gorbachev alikataa kuingilia kijeshi wakati nchi mbalimbali za Bloc ya Mashariki zilipoachana na utawala wa Marxist-Leninist mnamo 1989-90.,Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
306,"While studying at Moscow State University, he married fellow student Raisa Titarenko in 1953 prior to receiving his law degree in 1955.","Wakati alipokuwa akisoma katika Chuo Kikuu cha Moscow, alifunga ndoa na mwanafunzi mwenzake Raisa Titarenko mnamo 1953 kabla ya kupata shahada ya sheria mnamo 1955.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
307,"He was also the country's head of state from 1988 until 1991, serving as the chairman of the Presidium of the Supreme Soviet from 1988 to 1989, chairman of the Supreme Soviet from 1989 to 1990, and president of the Soviet Union from 1990 to 1991.","Alikuwa pia mkuu wa nchi kutoka mwaka 1988 hadi 1991, akihudumu kama mwenyekiti wa kamati tendaji ya bunge tangu mwaka 1988 hadi 1989, mwenyekiti wa bunge kuanzia mwaka 1989 hadi 1990, na rais wa Umoja wa Kisovyeti kuanzia mwaka 1990 hadi 1991.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
308,He withdrew from the SovietâAfghan War and embarked on summits with United States president Ronald Reagan to limit nuclear weapons and end the Cold War.,Aliondoka kwenye Vita ya Afghanistan na kuanza mazungumzo na Rais wa Marekani Ronald Reagan kudhibiti silaha za nyuklia na kumaliza Vita Kuu.,Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
309,His democratization measures and formation of the elected Congress of People's Deputies undermined the one-party state.,Hatua zake za demokrasia na uundwaji wa Bunge lililochaguliwa la Manaibu wa Watu kulidhoofisha serikali ya chama kimoja.,Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
310,"After leaving office, he launched his Gorbachev Foundation, became a vocal critic of Russian Presidents Boris Yeltsin and Vladimir Putin, and campaigned for Russia's social-democratic movement.","Baada ya kuacha madaraka, alizindua Gorbachev Foundation yake, ikawa mkosoaji wa sauti ya Marais wa Urusi Boris Yeltsin na Vladimir Putin, na kufanya kampeni kwa harakati za kidemokrasia nchini Urusi.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
311,"The recipient of a wide range of awards, including the Nobel Peace Prize, he was widely praised for his pivotal role in ending the Cold War, introducing new political freedoms in the Soviet Union, and tolerating both the fall of MarxistâLeninist administrations in eastern and central Europe and the reunification of Germany.","Mpokeaji wa tuzo anuwai mbalimbali - pamoja na Tuzo ya Nobel ya Amani - alisifiwa sana kwa jukumu lake muhimu la kumaliza Vita Baridi, kupunguza ukiukwaji wa haki za binadamu katika Umoja wa Kisovyeti, na kuvumilia kuanguka kwa utawala wa Marxist-Leninist Ulaya mashariki na ya kati na kuungana tena kwa Ujerumani.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
312,"Domestically, his policy of glasnost  allowed for enhanced freedom of speech and press, while his perestroika  sought to decentralize economic decision making to improve efficiency.","Nyumbani, sera yake ya gladnost iliruhusu uhuru wa kuongea na vyombo vya habari, wakati picha yake ilitafuta uamuzi wa kuchukua uamuzi wa kiuchumi ili kuboresha ufanisi.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
313,"Conversely, he is often derided in Russia for accelerating the Soviet collapse, an event which brought a decline in Russia's global influence and precipitated an economic crisis.","Kinyume chake, nchini Urusi mara nyingi hudharauliwa kwa kutokomeza Umoja wa Kisovyeti, tukio ambalo lilileta kushuka kwa ushawishi wa Urusi na kusababisha mgogoro wa kiuchumi.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
314,Mikhail Sergeyevich Gorbachev  is a Russian and former Soviet politician.,Mikhail Sergeyevich Gorbachov ni mwanasiasa wa Urusi aliyekuwa kiongozi wa nane na wa mwisho wa Umoja wa Kisovyeti.,Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
315,"Although committed to preserving the Soviet state and to its socialist ideals, Gorbachev believed significant reform was necessary, particularly after the 1986 Chernobyl disaster.","Ingawa alikuwa amejitolea kuhifadhi serikali ya kikomunisti na kwa maoni yake ya ujamaa, Gorbachev aliamini nchi ilihitaji mageuzi, haswa baada ya ajali ya kinyuklia ya 1986 huko Chernobyl.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
316,"Widely considered one of the most significant figures of the second half of the 20th century, Gorbachev remains the subject of controversy.","Katika tathmini ya nusu ya pili ya karne ya 20, Gorbachev bado ni mada ya utata.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
317,"In the wake of this, the Soviet Union dissolved against Gorbachev's wishes and he resigned.","Kwa kuibuka kwa hii, Umoja wa Kiovyeti ulisambaratika dhidi ya matakwa ya Gorbachev naye akajiuzulu.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
318,"In 1978, he returned to Moscow to become a Secretary of the party's Central Committee, and in 1979 joined its governing Politburo.",Mnamo 1978 alirudi Moscow akawa Katibu wa Halmashauri Kuu ya chama na mnamo 1979 aliteuliwa kuingia katika kamati kuu .,Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
319,"Internally, growing nationalist sentiment threatened to break up the Soviet Union, leading MarxistâLeninist hardliners to launch the unsuccessful August Coup against Gorbachev in 1991.","Kwa ndani, maoni ya kitaifa yaliyokuwa yakitishia kuvunja Umoja wa Kisovieti, na kusababisha washtumu wa Marxist-Leninist kuzindua Agano la Agosti lililoshindwa dhidi ya Gorbachev mnamo 1991.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
320,"Ideologically, Gorbachev initially adhered to MarxismâLeninism, although he had moved towards social democracy by the early 1990s.","Kwa itikadi, alifuata Umarx-Ulenin ingawa mwanzoni mwa miaka ya 1990 alihamia demokrasia ya kijamii.",Q30487,Mikhail Gorbachev,environmentalist,male,https://en.wikipedia.org/wiki/Mikhail_Gorbachev
482,Sophia Kianni  is an American climate activist specializing in media and strategy.,Sophia Kianni ni mwanaharakati wa hali ya hewa wa Marekani aliyebobea katika vyombo vya habari na mikakati.,Q95692533,Sophia Kianni,environmentalist,female,https://en.wikipedia.org/wiki/Sophia_Kianni
483,She represents the United States as the youngest member on the United Nations Secretary-General's Youth Advisory Group on Climate Change.,Anaiwakilisha Marekani kama mwanachama mchanga zaidi kwenye Kikundi cha Ushauri cha Vijana cha Katibu Mkuu wa Umoja wa Mataifa juu ya Mabadiliko ya Tabia ya nchi.,Q95692533,Sophia Kianni,environmentalist,female,https://en.wikipedia.org/wiki/Sophia_Kianni
484,"She is the founder and executive director of Climate Cardinals, an international youth-led nonprofit that works to translate information about climate change into over 100 languages.",Climate Cardinals ni shirika lisilo la faida linaloongozwa na vijana ambalo hufanya kazi kutafsiri habari juu ya mabadiliko ya hali ya hewa katika lugha zaidi ya 100.,Q95692533,Sophia Kianni,environmentalist,female,https://en.wikipedia.org/wiki/Sophia_Kianni
485,Dai Qing  is a journalist and activist for China-related issues; most significantly against the Three Gorges Dam Project.,"Dai Qing ni mwandishi wa habari, mwanamazingira na mwanaharakati wa masuala yanayohusiana na Uchina; kwa kiasi kikubwa dhidi ya mradi wa bwawa la Three Gorges Dam.",Q445304,Dai Qing,environmentalist,female,https://en.wikipedia.org/wiki/Dai_Qing
486,"Dai is also an author who has published many influential books, articles, and journals.","Dai pia ni mwandishi ambaye amechapisha vitabu, nakala na majarida mengi yenye ushawishi.",Q445304,Dai Qing,environmentalist,female,https://en.wikipedia.org/wiki/Dai_Qing
487,He protested construction of a hotel.,Alipinga ujenzi wa hoteli.,Q106604621,Kevin Mtai,environmentalist,male,https://en.wikipedia.org/wiki/Kevin_Mtai
488,He is co-founder of Kenya Environmental Activists Network .,Ni mwanzilishi mwenza wa mtandao wa wanaharakati wa mazingira wa Kenya Environmental Activists Network .,Q106604621,Kevin Mtai,environmentalist,male,https://en.wikipedia.org/wiki/Kevin_Mtai
489,"In 2020, as an activist from a MAPA , he organized more FridaysForFuture climate strikes.","Mnamo 2020, kama mwanaharakati kutoka Most Affected Peoples and Areas , aliandaa migomo zaidi ya hali ya hewa ya FridaysForFuture.",Q106604621,Kevin Mtai,environmentalist,male,https://en.wikipedia.org/wiki/Kevin_Mtai
490,"Kevin Mtai  is a Kenyan climate activist, and microbiologist.",Kevin Mtai ni mwanabayolojia na mwanaharakati wa hali ya hewa kutoka Kenya.,Q106604621,Kevin Mtai,environmentalist,male,https://en.wikipedia.org/wiki/Kevin_Mtai
491,Harrison Ford  is an American actor.,Harrison Ford Ni muigizaji wa filamu kutoka nchini marekani.,Q81328,Harrison Ford,environmentalist,male,https://en.wikipedia.org/wiki/Harrison_Ford
687,Maathai was the first African woman to win the prestigious award.,Yeye ni mwanamke Mwafrika wa kwanza kupokea tuzo hilo.,Q46795,Wangari Muta Maathai,environmentalist,female,https://en.wikipedia.org/wiki/Wangari_Maathai
688,Pierce Brendan Brosnan OBE  is an Irish actor and film producer.,Pierce Brendan Brosnan ni mwigizaji filamu na mtaarishaji wa Kiireland-Marekani.,Q81520,Pierce Brosnan,environmentalist,male,https://en.wikipedia.org/wiki/Pierce_Brosnan
588,"And we're leading debates on the principles of climate protection.""","Na tunaongoza mijadala juu ya kanuni za uhifadhi wa hali ya hewa.""",Q61625543,Luisa Neubauer,environmentalist,female,https://en.wikipedia.org/wiki/Luisa_Neubauer
589,Gary Snyder  is an American man of letters.,Gary Snyder ni mwandishi kutoka nchi ya Marekani.,Q315963,Gary Snyder,environmentalist,male,https://en.wikipedia.org/wiki/Gary_Snyder
165,She was previously Postmaster General  of Posts and Telecommunications Corporation  in Chipata.,Hapo awali alikuwa Mkuu wa Shirika la Posta na Mawasiliano huko Chipata.,Q4896329,Besnat Jere,farmer,female,https://en.wikipedia.org/wiki/Besnat_Jere
166,She served as Member of the National Assembly for Luangeni from 2002 until 2006.,Alihudumu kama mbunge wa Luangeni kutoka 2002 hadi 2006.,Q4896329,Besnat Jere,farmer,female,https://en.wikipedia.org/wiki/Besnat_Jere
167,"However, she finished third behind Angela Cifire of the Movement for Multi-Party Democracy and Charles Zulu of the Patriotic Front.","Walakini, alimaliza wa tatu nyuma ya Angela Cifire wa Chama cha ""Demokrasia ya Vyama vingi"" na Charles Zulu wa Uzalendo mbele",Q4896329,Besnat Jere,farmer,female,https://en.wikipedia.org/wiki/Besnat_Jere
168,He was part of the Kenyan Armed Forces athletics team.,Alikuwa katika timu ya riadha ya Majeshi ya Kenya,Q617319,Lucas Sang,farmer,male,https://en.wikipedia.org/wiki/Lucas_Sang
169,"He was also involved with sports administration and, at the time of his death, was the chairman of the National Association of Kenyan Olympians .","Pia alikuwa akijishughulisha na Uongozi katika michezo.Hadi kifo chake, alikuwa mwenyekiti wa Shirikisho la Kitaifa la Wanaolimpiki wa Kenya .",Q617319,Lucas Sang,farmer,male,https://en.wikipedia.org/wiki/Lucas_Sang
170,"After initial reports that Sang was ""hacked to death"", it was rumored that he was attacked and killed by a stone-throwing gang in the town of Eldoret on New Year's Day 2008, while on the way to his home near Kabenes, during the violence gripping Kenya in the aftermath of the controversial December 2007 presidential elections.","Baada ya ripoti za mwanzo kuwa Sang ameuawa, ilisemekana baadaye kuwa alivamiwa na kuuawa na genge lililokuwa likirusha mawe katika mji wa Eldoret mnamo Siku ya Mwaka Mpya wa 2008 akiwa njiani kuelekea nyumbani kwake jirani na Kabenes wakati wa ghasia baada ya Uchaguzi wa 2007 wa Kenya kutokana na Utata katika Uchaguzi wa Rais",Q617319,Lucas Sang,farmer,male,https://en.wikipedia.org/wiki/Lucas_Sang
